Explanation,Planner,Obstacles_Removed,Obstacles_Removed_Percentage,Obstacle_Removal_Efficiency,Path_Length,Optimal_Path_Length,Path_Optimality,Success,Explanation_Time_s
Anchors,A*,5.333333333333333,0.35555555555555557,0.6444444444444445,19.666666666666668,8.333333333333334,0.6156299840510367,1.0,2.5446723302205405
Anchors,Dijkstra,5.333333333333333,0.35555555555555557,0.6444444444444445,19.666666666666668,8.333333333333334,0.6156299840510367,1.0,3.0577969551086426
Anchors,Theta*,2.6666666666666665,0.17777777777777778,0.8222222222222223,4.666666666666667,2.0,0.5277777777777778,1.0,2.396239678064982
LIME,A*,1.0,0.06666666666666667,0.9333333333333332,9.0,8.333333333333334,0.9259259259259259,1.0,0.03200403849283854
LIME,Dijkstra,1.0,0.06666666666666667,0.9333333333333332,9.0,8.333333333333334,0.9259259259259259,1.0,0.050015528996785484
LIME,Theta*,1.0,0.06666666666666667,0.9333333333333332,3.3333333333333335,2.0,0.6888888888888888,1.0,0.06735595067342122
SHAP,A*,1.0,0.06666666666666667,0.9333333333333332,10.333333333333334,8.333333333333334,0.8148148148148149,1.0,0.19745779037475586
SHAP,Dijkstra,1.0,0.06666666666666667,0.9333333333333332,10.333333333333334,8.333333333333334,0.8148148148148149,1.0,0.24024335543314615
SHAP,Theta*,1.0,0.06666666666666667,0.9333333333333332,3.3333333333333335,2.0,0.6888888888888888,1.0,0.30362510681152344
