env_id,H,W,density,planner_A,planner_B,method,kmax,transfer_success_at_k,transfer_auc_s_at_k,overlap_topk,kendall_tau,calls_A,time_A,calls_B,time_B
1,20,20,0.1,a_star,dijkstra,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,0.23379359301179647,500,1.5373642169870436
1,20,20,0.1,a_star,dijkstra,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.3333333333333333,500,0.2249631779268384,500,0.9270057580433786
1,20,20,0.1,a_star,dijkstra,rand,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.0,0,0.00012617604807019234,0,7.928814738988876e-05
1,20,20,0.1,a_star,dijkstra,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.0003958502784371376,0,0.00033318018540740013
1,20,20,0.1,a_star,bfs,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,0.24714372819289565,500,1.2968911598436534
1,20,20,0.1,a_star,bfs,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.6666666666666666,500,0.2186788241378963,500,0.7851674319244921
1,20,20,0.1,a_star,bfs,rand,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.6666666666666666,0,0.0001270156353712082,0,7.303385064005852e-05
1,20,20,0.1,a_star,bfs,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.00036510638892650604,0,0.0003208122216165066
1,20,20,0.1,a_star,dfs,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,0.2761134458705783,500,0.11725999973714352
1,20,20,0.1,a_star,dfs,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.6666666666666666,500,0.23386823944747448,500,0.08230206370353699
1,20,20,0.1,a_star,dfs,rand,4,"{1: 0, 2: 1, 3: 1, 4: 1}",0.75,1.0,-0.3333333333333333,0,8.974503725767136e-05,0,7.19316303730011e-05
1,20,20,0.1,a_star,dfs,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.00036511989310383797,0,0.00031416723504662514
1,20,20,0.1,a_star,theta_star,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,0.25808739895001054,500,0.2927323798649013
1,20,20,0.1,a_star,theta_star,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.6666666666666666,500,0.2082637450657785,500,0.21740204468369484
1,20,20,0.1,a_star,theta_star,rand,4,"{1: 0, 2: 1, 3: 1, 4: 1}",0.75,1.0,0.3333333333333333,0,9.613437578082085e-05,0,7.318006828427315e-05
1,20,20,0.1,a_star,theta_star,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.0003755739890038967,0,0.00031434185802936554
1,20,20,0.1,dijkstra,a_star,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,1.6855755057185888,500,0.2692095269449055
1,20,20,0.1,dijkstra,a_star,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.3333333333333333,500,0.9564789589494467,500,0.22234267694875598
1,20,20,0.1,dijkstra,a_star,rand,4,"{1: 0, 2: 0, 3: 1, 4: 1}",0.5,1.0,0.6666666666666666,0,9.336508810520172e-05,0,7.153395563364029e-05
1,20,20,0.1,dijkstra,a_star,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.00036661094054579735,0,0.00031022680923342705
1,20,20,0.1,dijkstra,bfs,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,1.7443884969688952,500,1.3963241837918758
1,20,20,0.1,dijkstra,bfs,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.0,500,0.9945509717799723,500,0.8391741369850934
1,20,20,0.1,dijkstra,bfs,rand,4,"{1: 0, 2: 0, 3: 0, 4: 1}",0.25,1.0,0.0,0,0.0001285332255065441,0,7.370486855506897e-05
1,20,20,0.1,dijkstra,bfs,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.00037017371505498886,0,0.00031397584825754166
1,20,20,0.1,dijkstra,dfs,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,1.782185222953558,500,0.10948249464854598
1,20,20,0.1,dijkstra,dfs,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.6666666666666666,500,0.9142855610698462,500,0.0779359289444983
1,20,20,0.1,dijkstra,dfs,rand,4,"{1: 0, 2: 0, 3: 0, 4: 1}",0.25,1.0,0.0,0,9.454181417822838e-05,0,7.157912477850914e-05
1,20,20,0.1,dijkstra,dfs,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.0003575151786208153,0,0.00033132219687104225
1,20,20,0.1,dijkstra,theta_star,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,1.6056672800332308,500,0.2798386332578957
1,20,20,0.1,dijkstra,theta_star,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.3333333333333333,500,0.9578209090977907,500,0.2137995231896639
1,20,20,0.1,dijkstra,theta_star,rand,4,"{1: 0, 2: 1, 3: 1, 4: 1}",0.75,1.0,-0.3333333333333333,0,9.30391252040863e-05,0,7.228925824165344e-05
1,20,20,0.1,dijkstra,theta_star,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.0003676922060549259,0,0.0003143227659165859
1,20,20,0.1,bfs,a_star,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,1.2890592836774886,500,0.23777307383716106
1,20,20,0.1,bfs,a_star,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.6666666666666666,500,0.9281997988000512,500,0.20988932810723782
1,20,20,0.1,bfs,a_star,rand,4,"{1: 0, 2: 0, 3: 0, 4: 1}",0.25,1.0,0.3333333333333333,0,9.561097249388695e-05,0,7.27740116417408e-05
1,20,20,0.1,bfs,a_star,geodesic,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,0,0.0003626369871199131,0,0.0003148270770907402
1,20,20,0.1,bfs,dijkstra,shap,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,1.0,500,1.3828822439536452,500,1.71510247932747
1,20,20,0.1,bfs,dijkstra,lime,4,"{1: 1, 2: 1, 3: 1, 4: 1}",1.0,1.0,0.3333333333333333,500,0.8391477507539093,500,1.1212314749136567
