env_id,H,W,density,planner,method,perturbation,kmax,kendall_tau,jaccard_topk,cose_jaccard,calls_base,time_base,calls_pert,time_pert
1,30,30,0.2,a_star,shap,jitter,5,1.0,0.6666666666666666,,1000,8.834839539136738,400,1.1108421948738396
1,30,30,0.2,a_star,lime,jitter,5,0.23809523809523808,0.42857142857142855,,500,5.575939735863358,250,0.9132742923684418
1,30,30,0.2,a_star,rand,jitter,5,0.23809523809523808,0.42857142857142855,,0,0.00012747198343276978,0,0.00012675020843744278
1,30,30,0.2,a_star,geodesic,jitter,5,0.14285714285714285,0.42857142857142855,,0,0.0005758623592555523,0,0.0005164872854948044
1,30,30,0.2,a_star,cose,jitter,,,,0.0,3,0.034736806992441416,1,0.004729462321847677
1,30,30,0.2,a_star,shap,dilate,5,0.3333333333333333,0.6666666666666666,,1000,8.834839539136738,350,2.6402652920223773
1,30,30,0.2,a_star,lime,dilate,5,-0.4666666666666667,0.25,,500,5.575939735863358,250,2.5943006658926606
1,30,30,0.2,a_star,rand,dilate,5,-0.06666666666666667,0.25,,0,0.00012747198343276978,0,0.00010522501543164253
1,30,30,0.2,a_star,geodesic,dilate,5,0.7333333333333333,0.6666666666666666,,0,0.0005758623592555523,0,0.000524663832038641
1,30,30,0.2,a_star,cose,dilate,,,,0.0,3,0.034736806992441416,16,0.13933314383029938
1,30,30,0.2,a_star,shap,erode,5,1.0,0.6666666666666666,,1000,8.834839539136738,450,0.5651312000118196
1,30,30,0.2,a_star,lime,erode,5,0.21428571428571427,0.6666666666666666,,500,5.575939735863358,250,0.3501671771518886
1,30,30,0.2,a_star,rand,erode,5,-0.2857142857142857,0.25,,0,0.00012747198343276978,0,9.193411096930504e-05
1,30,30,0.2,a_star,geodesic,erode,5,0.7142857142857143,0.6666666666666666,,0,0.0005758623592555523,0,0.0005142739973962307
1,30,30,0.2,a_star,cose,erode,,,,0.0,3,0.034736806992441416,1,0.0016731349751353264
1,30,30,0.2,a_star,shap,distractors,5,0.5555555555555556,0.6666666666666666,,1000,8.834839539136738,550,4.538957461249083
1,30,30,0.2,a_star,lime,distractors,5,-0.2777777777777778,0.25,,500,5.575939735863358,250,2.5907674483023584
1,30,30,0.2,a_star,rand,distractors,5,-0.2777777777777778,0.25,,0,0.00012747198343276978,0,0.00010877614840865135
1,30,30,0.2,a_star,geodesic,distractors,5,0.7222222222222222,0.6666666666666666,,0,0.0005758623592555523,0,0.0005962317809462547
1,30,30,0.2,a_star,cose,distractors,,,,0.1111111111111111,3,0.034736806992441416,19,0.3602972412481904
1,30,30,0.2,dijkstra,shap,jitter,5,1.0,0.6666666666666666,,1000,12.888131354004145,450,5.822542811743915
1,30,30,0.2,dijkstra,lime,jitter,5,0.07142857142857142,0.25,,500,6.082297997083515,250,3.0664336401969194
1,30,30,0.2,dijkstra,rand,jitter,5,0.07142857142857142,0.42857142857142855,,0,0.00011278409510850906,0,0.00010761013254523277
1,30,30,0.2,dijkstra,geodesic,jitter,5,0.2857142857142857,0.42857142857142855,,0,0.0005415999330580235,0,0.0005304319784045219
1,30,30,0.2,dijkstra,cose,jitter,,,,0.0,3,0.0563488588668406,1,0.011226901784539223
1,30,30,0.2,dijkstra,shap,dilate,5,0.3333333333333333,0.6666666666666666,,1000,12.888131354004145,350,4.038938563782722
1,30,30,0.2,dijkstra,lime,dilate,5,0.3333333333333333,0.6666666666666666,,500,6.082297997083515,250,2.6350531708449125
1,30,30,0.2,dijkstra,rand,dilate,5,0.8666666666666667,0.42857142857142855,,0,0.00011278409510850906,0,0.00011066766455769539
1,30,30,0.2,dijkstra,geodesic,dilate,5,0.7333333333333333,0.6666666666666666,,0,0.0005415999330580235,0,0.0005276696756482124
1,30,30,0.2,dijkstra,cose,dilate,,,,0.0,3,0.0563488588668406,16,0.21125979255884886
1,30,30,0.2,dijkstra,shap,erode,5,1.0,0.6666666666666666,,1000,12.888131354004145,450,6.39838199922815
1,30,30,0.2,dijkstra,lime,erode,5,-0.21428571428571427,0.25,,500,6.082297997083515,250,3.5324500501155853
1,30,30,0.2,dijkstra,rand,erode,5,-0.42857142857142855,0.25,,0,0.00011278409510850906,0,0.0001202048733830452
1,30,30,0.2,dijkstra,geodesic,erode,5,0.7142857142857143,0.6666666666666666,,0,0.0005415999330580235,0,0.0005219238810241222
1,30,30,0.2,dijkstra,cose,erode,,,,0.0,3,0.0563488588668406,1,0.0137095982208848
1,30,30,0.2,dijkstra,shap,distractors,5,0.5555555555555556,0.6666666666666666,,1000,12.888131354004145,650,8.355389337055385
1,30,30,0.2,dijkstra,lime,distractors,5,-0.2777777777777778,0.0,,500,6.082297997083515,250,3.0471092937514186
1,30,30,0.2,dijkstra,rand,distractors,5,-0.4444444444444444,0.1111111111111111,,0,0.00011278409510850906,0,0.00010894099250435829
1,30,30,0.2,dijkstra,geodesic,distractors,5,0.6111111111111112,0.6666666666666666,,0,0.0005415999330580235,0,0.0005638520233333111
1,30,30,0.2,dijkstra,cose,distractors,,,,0.1111111111111111,3,0.0563488588668406,19,0.27418455202132463
1,30,30,0.2,bfs,shap,jitter,5,0.5,0.6666666666666666,,1000,10.255902705248445,450,4.603810926899314
1,30,30,0.2,bfs,lime,jitter,5,-0.14285714285714285,0.42857142857142855,,500,4.8994926596060395,250,2.4263641107827425
1,30,30,0.2,bfs,rand,jitter,5,0.14285714285714285,0.42857142857142855,,0,0.00012412108480930328,0,0.00010868767276406288
1,30,30,0.2,bfs,geodesic,jitter,5,0.35714285714285715,0.42857142857142855,,0,0.0005317484028637409,0,0.0005476479418575764
1,30,30,0.2,bfs,cose,jitter,,,,0.0,3,0.045069118961691856,20,0.2254893477074802
1,30,30,0.2,bfs,shap,dilate,5,0.3333333333333333,0.6666666666666666,,1000,10.255902705248445,350,3.268243939150125
