env_id,H,W,density,planner_A,planner_B,method,kmax,transfer_success_at_k,transfer_auc_s_at_k,overlap_topk,kendall_tau,calls_A,time_A,calls_B,time_B
1,20,20,0.1,a_star,dijkstra,shap,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,400,0.15070025296881795,400,1.2779883621260524
1,20,20,0.1,a_star,dijkstra,lime,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,0.3333333333333333,500,0.14782606903463602,500,0.9965683333575726
1,20,20,0.1,a_star,dijkstra,rand,3,"{1: 0, 2: 0, 3: 1}",0.3333333333333333,1.0,0.3333333333333333,0,0.00012372620403766632,0,7.846672087907791e-05
1,20,20,0.1,a_star,dijkstra,geodesic,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,0,0.0003954097628593445,0,0.0003135339356958866
1,20,20,0.1,a_star,bfs,shap,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,400,0.1491451971232891,400,1.014613701030612
1,20,20,0.1,a_star,bfs,lime,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,500,0.14257734082639217,500,0.7822681763209403
1,20,20,0.1,a_star,bfs,rand,3,"{1: 0, 2: 0, 3: 1}",0.3333333333333333,1.0,-1.0,0,0.00010088318958878517,0,7.077865302562714e-05
1,20,20,0.1,a_star,bfs,geodesic,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,0,0.00034799426794052124,0,0.0003193812444806099
1,20,20,0.1,a_star,dfs,shap,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,400,0.15276147797703743,400,0.0999908410012722
1,20,20,0.1,a_star,dfs,lime,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,0.3333333333333333,500,0.1432704939506948,500,0.10729851387441158
1,20,20,0.1,a_star,dfs,rand,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,-0.3333333333333333,0,9.153876453638077e-05,0,6.993208080530167e-05
1,20,20,0.1,a_star,dfs,geodesic,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,0,0.00035375915467739105,0,0.00030197855085134506
1,20,20,0.1,a_star,theta_star,shap,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,400,0.14692655997350812,400,0.2063091299496591
1,20,20,0.1,a_star,theta_star,lime,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,0.3333333333333333,500,0.14554601907730103,500,0.18283096700906754
1,20,20,0.1,a_star,theta_star,rand,3,"{1: 0, 2: 0, 3: 1}",0.3333333333333333,1.0,-1.0,0,9.11131501197815e-05,0,7.109064608812332e-05
1,20,20,0.1,a_star,theta_star,geodesic,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,0,0.00034630484879016876,0,0.000299341045320034
1,20,20,0.1,dijkstra,a_star,shap,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,400,1.336039043031633,400,0.15014039678499103
1,20,20,0.1,dijkstra,a_star,lime,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,0.3333333333333333,500,0.990872788708657,500,0.1455815746448934
1,20,20,0.1,dijkstra,a_star,rand,3,"{1: 1, 2: 1, 3: 1}",1.0,1.0,1.0,0,0.00010633701458573341,0,7.170392200350761e-05
